SampleSize,LossFunction,Accuracy
148,0.8969486355781555,0.9594594836235046
38,5.482551574707031,0.8684210777282715
40,1.4353463649749756,0.949999988079071
169,1.2172596454620361,0.9644970297813416
109,1.9150846004486084,0.9266055226325989
67,2.1879658699035645,0.9402984976768494
174,2.2642672061920166,0.931034505367279
165,2.212836265563965,0.9212121367454529
75,1.9861328601837158,0.9066666960716248
107,1.888885498046875,0.9345794320106506
79,1.3986401557922363,0.9240506291389465
88,1.9234066009521484,0.9204545617103577
175,2.182332992553711,0.9314285516738892
53,1.0292697879776824e-05,1.0
169,2.1082763671875,0.9289940595626831
154,0.9510098695755005,0.9675324559211731
104,1.0565723180770874,0.932692289352417
119,1.9887174367904663,0.9075630307197571
173,1.9148927927017212,0.9248554706573486
63,1.4270737171173096,0.9365079402923584
37,1.0812891721725464,0.9459459185600281
98,2.1361770629882812,0.9081632494926453
160,1.803035020828247,0.949999988079071
104,1.5028561353683472,0.9230769276618958
30,0.8125990629196167,0.9333333373069763
128,2.0168161392211914,0.921875
122,1.2551699876785278,0.9508196711540222
171,1.6180343627929688,0.9473684430122375
113,2.2436904907226562,0.9203540086746216
135,0.8152245879173279,0.9555555582046509
71,3.589993953704834,0.9014084339141846
83,1.2647048234939575,0.9638554453849792
165,1.3480948209762573,0.9454545378684998
171,2.9252145290374756,0.9122806787490845
127,1.1511131525039673,0.960629940032959
72,2.1850409507751465,0.9166666865348816
147,1.3060402870178223,0.9455782175064087
90,1.4177935123443604,0.9333333373069763
95,1.565086007118225,0.9368420839309692
40,1.0144598484039307,0.949999988079071
79,0.7608571648597717,0.9620253443717957
50,2.4060027599334717,0.8999999761581421
146,2.0097477436065674,0.9452054500579834
44,1.8461101055145264,0.9318181872367859
107,0.3975174129009247,0.9813084006309509
163,1.8381394147872925,0.9447852969169617
101,0.6412929892539978,0.9801980257034302
120,1.2944189310073853,0.925000011920929
161,1.9783244132995605,0.9440993666648865
106,1.3394657373428345,0.9528301954269409
60,1.9470956325531006,0.949999988079071
60,3.1735799312591553,0.8999999761581421
63,0.20342224836349487,0.9841269850730896
89,1.2662975788116455,0.932584285736084
38,1.7263203859329224,0.8947368264198303
90,1.8560996055603027,0.9111111164093018
64,2.030526876449585,0.90625
175,1.3983561992645264,0.9257143139839172
33,2.3419833183288574,0.939393937587738
125,2.7772040367126465,0.9120000004768372
50,1.0251613855361938,0.9800000190734863
75,3.837172031402588,0.8799999952316284
149,1.049689531326294,0.9664429426193237
101,2.161938190460205,0.9306930899620056
